,fluxes
GULNter,0.0
GUR1PP,0.0
GluForTx,5.125603619235757e-18
H2CO3D,0.0
H2CO3D2,0.0
H2CO3Dm,0.015246144806648066
H2ETer,0.011605342728177717
H2MTer_L,0.0
H2MTer_U,0.0
H2O2syn,0.0
H2O2t,0.0
H2O2tly,0.0
H2O2tm,0.0
H2O2tn,0.0
H2O2tp,0.0
H2Ot,-5.892064850076879
H2Oter,-0.009523369394810697
H2Otg,8.749856311294966e-21
H2Otly,2.83022984494618e-18
H2Otm,-0.1085642909206388
H2Otn,0.0
H2Otp,0.0
H3ETer,0.0
H3MTer_L,0.0
H3MTer_U,0.0
H4ET3er,0.0
H4ETer,0.0
H5MTer_L,0.0
H5MTer_U,0.011605342728177715
H6ET3er,0.011605342728177717
H6MTer_L,0.0
H6MTer_U,0.0
H6_ET2er,0.0
H6_ETer,0.0
H7ET2er,0.0
H7MTer_L,0.011605342728177715
H7MTer_U,0.0
H7_ETer,0.0
H7_TAer,0.0
H8MTer_L,0.0
H8MTer_U,0.0
H8TAer,0.0
HACD1m,0.0
HACD9m,0.0
HAS1,0.0
HAS2,0.0
HAtly,0.0
HCO3_CLt,0.0
HCO3_NAt,0.0
HDCAter,0.0
HDCAtr,0.0
HDD2COAtx,0.0
HEX1,19.299999999999994
HEX4,0.0
HEX7,0.0
HGNTOR,0.0
HIBDm,0.0
HISD,0.0
HISTAVESSEC,0.0
HISTAtu,0.0
HISt4,0.0
HIStN1,0.0
HIStiDF,0.0053643842838206335
HKYNH,0.0
HKt,0.0
HMGCOARx,0.005194565124442196
HMGCOASi,0.005194565124442196
HMGCOASim,0.0
HMGCOAtm,0.0
HMGCOAtx,0.005194565124442196
HMGLm,0.0
HMGLx,-7.488809196817146e-19
HPYRDC,0.0
HPYRRy,0.0
HPYRtp,0.0
HSD11B1r,0.0
HSD11B2r,0.0
HSD17B1,0.0
HSD17B7r,0.0
HSD17B8r,0.0
HSD17B9r,0.0
HSD3A1r,0.0008657608540736995
HSD3A2r,-0.0008657608540736995
HSD3B2r,0.0
HSD3B3r,0.0
HXPRT,0.0
HYPOE,0.0
Htg,2.165557078628693e-18
Htm,0.0
Htr,-0.03862952322604756
Htx,0.005194565124442195
ICDHxm,0.0
ICDHy,0.0
ICDHyrm,-0.4881428116829617
IDPtn,0.0
ILETA,7.143220104646922e-05
ILETAm,0.0
ILEt4,0.012211880843377345
ILEt5m,0.0
ILEtec,0.0
IMPC,-0.004788075515316392
IMPD,0.001952781557058611
INOSTO,0.0
INSTt2r,0.0
INSTt4,0.0
INSTt4_2,0.0
INSt,0.0
INSt4,0.0
INSt5,0.0
IPDDIx,0.0017315217081473994
ITCOAL1m,0.0
ITCOALm,0.0
ITPtn,0.0
IZPN,5.125603619235756e-18
It,0.0
KAS8,0.0
KCC2t,0.0
KCCt,0.0
KDNH,8.961660483937994
KHK,0.0
KHK2,0.0
KSII_CORE2t,4.764493448207886e-19
KSII_CORE2tly,4.764493448207886e-19
KSII_CORE4t,6.462888993567317e-19
KSII_CORE4tly,6.462888993567317e-19
KSIt,-2.8112490078785705e-19
KSItly,-2.811249007878571e-19
KYN,0.0
KYN3OX,0.0
LACZe,0.0
LALDD,0.0
LALDO,0.0
LALDO2,0.0
LALDO2x,0.0
LCADi,0.0
LCADi_D,0.0
LCTStg,0.0
LDH_D,0.0
LDH_L,-14.16203595265703
LEUTA,7.08356794308701e-05
LEUTAm,0.0
LEUt4,0.023222388904340908
LEUt5m,0.0
LEUtec,0.0
LGNCt,0.0
LGTHL,0.0
LNELDCCPT1,0.0
LNELDCCPT2,0.0
LNELDCCRNt,0.0
LNS14DMr,0.0008657608540736999
LNSTLSr,0.0008657608540736998
LPASE,0.0
LPCHOLt,0.0
LPCOXp,0.0
LPS,0.0
LPS2,0.0
LPS2e,0.0
LPS3,0.0
LPS3e,0.0
LPSe,0.0
LRAT,0.0
LRAT1,0.0
LRAT2,0.0
LSTO1r,0.0008657608540737
LSTO2r,0.0
LYSOXp,0.0
LYSt4,0.025127905329475536
LYStiDF,0.0
LYStip,0.0
LYStm,0.0
LYStn,0.0
L_LACDcm,0.0
L_LACt2r,0.0
L_LACt4r,-14.162035952657028
M1316Mg,1.749971262258984e-21
M13N2Tg,1.749971262258984e-21
M16NTg,1.749971262258984e-21
M4ATAer,0.0
M4BET2er,0.0
M4BTAer,0.011605342728177715
M4CET3er,0.0
M4MPDOL_Lter,1.7499712622590304e-22
M4MPDOL_Uter,0.0
M7MASNBterg,1.749971262258984e-21
M8MASNterg,4.656896632558858e-35
MACACI,0.0
MAGt,0.0
MALSO3tm,0.0
MALSO4tm,0.0
MALTSULtm,0.0
MAL_Lte,-0.00196434060477602
MALtm,0.4477159661305375
MAN1PT2,0.04642137091271087
MAN6PI,-9.008081854850705
MANt1r,0.0
MANt4,0.0
MANter,1.7499712622589835e-21
MANtg,8.749856311294964e-21
MANtly,-1.0499827573553948e-20
MCCCrm,0.0
MCD,0.0
MCDm,0.0
MDH,-0.9149536041380529
MDHm,0.48927215574271343
MDRPD,0.0
ME1m,0.0
ME2,0.0
ME2m,0.4465866220707857
MECOALm,1.1462917529856219e-18
MECOAS1m,0.0
MEOHtly,0.0
METAT,-2.175052499442179e-18
METLEUex,0.0
METS,-2.175052499442179e-18
METt4,0.006493728343572331
METtec,0.0
MEVK1x,0.005194565124442196
MG1er,1.74997126225903e-21
MG2er,1.74997126225903e-21
MG3er,1.74997126225903e-21
MGCHrm,0.0
MGSA,0.0
MGSA2,0.0
MI1345PP,0.0
MI134P4P,0.0
MI134PP,0.0
MI13PP,0.0
MI145PK,0.0
MI145PP,0.0
MI14P4P,0.0
MI14PP,0.0
MI14Ptn,0.0
MI1PP,0.012594783704261937
MI1PS,0.012594783704261937
MI1P_Dtn,0.0
MI34PP,0.0
MI3PP,0.0
MI4PP,0.0
MM5ag,0.0
MM5bg,0.0
MM5cg,1.749971262258984e-21
MM6B1ag,0.0
MM6B1bg,0.0
MM6B2g,1.749971262258984e-21
MM6ag,0.0
MM6bg,0.0
MM7Ag,0.0
MM7B1g,0.0
MM7B2g,1.749971262258984e-21
MM7Cag,0.0
MM7Cbg,0.0
MM8Ag,4.6568966325588585e-35
MM8Ber,1.7499712622589835e-21
MM8Cg,0.0
MMCDm,0.0
MMEm,0.0
MMMm,0.0
MMSAD1m,0.0
MMSAD3m,0.0
MMTSADm,0.0
MOGAT,0.0
MTAP,0.0
MTHFC,0.03608530508053872
MTHFCm,0.0
MTHFD,5.326894205756403
MTHFD2,-5.290808900675865
MTHFD2m,-0.26484950064756874
MTHFDm,0.26484950064756874
MTHFR3,-2.175052499442179e-18
MTRI,0.0
N3Tg,0.0
N4Tg,0.0
NACASPAH,0.0
NACASPtm,0.0
NACHEX10ly,-2.8112490078785715e-19
NACHEX11ly,-2.8112490078785715e-19
NACHEX12ly,-2.8112490078785715e-19
NACHEX13ly,-2.8112490078785715e-19
NACHEX14ly,-2.8112490078785715e-19
NACHEX15ly,-2.8112490078785715e-19
NACHEX16ly,-2.8112490078785715e-19
NACHEX17ly,-2.811249007878572e-19
NACHEX18ly,-2.8112490078785724e-19
NACHEX19ly,-2.8112490078785734e-19
NACHEX20ly,-2.811249007878574e-19
NACHEX21ly,-2.811249007878574e-19
NACHEX22ly,-2.811249007878574e-19
NACHEX23ly,4.764493448207886e-19
NACHEX24ly,7.696396366025633e-19
NACHEX25ly,7.6963963660256325e-19
NACHEX26ly,2.931902917817749e-19
NACHEX27ly,0.0
NACHEXA10ly,0.0
NACHEXA11ly,0.0
NACHEXA12ly,0.0
NACHEXA13ly,0.0
NACHEXA14ly,0.0
NACHEXA15ly,0.0
NACHEXA16ly,0.0
NACHEXA17ly,0.0
NACHEXA18ly,0.0
NACHEXA19ly,0.0
NACHEXA20ly,0.0
NACHEXA21ly,0.0
NACHEXA22ly,0.0
NACHEXA9ly,0.0
NADHtpu,0.0
NADHtru,0.0
NADK,0.0
NADN,-2.3422917616240785e-19
NADPHtru,0.008657608540737001
NADPHtxu,0.010389130248884394
NADPN,0.0
NADPtru,0.008657608540737001
NADPtxu,0.010389130248884392
NADS2,0.0
NADtn,0.0
NADtpu,0.0
NADtru,-1.7698447472765668e-19
NAGA2ly,7.696396366025633e-19
NAGLCAly,7.696396366025633e-19
NAHCO3_HCLt,0.0
NAIt,0.0
NAt,0.0
NAt3_1,0.0
NAt5,-0.4648999999708011
NCCt,0.0
NCKt,0.0
NCNt,0.0
NDP6,0.0
NDP7er,0.0
NDP7g,0.0
NDP8,0.0
NDPK1,0.004368015058116819
NDPK10,0.0
NDPK10n,0.0
NDPK1m,0.0
NDPK1n,0.0
NDPK2,0.0
NDPK2n,0.0
NDPK3,0.0
NDPK3m,0.0
NDPK3n,0.0
NDPK4,0.0005555638304897561
NDPK4m,0.0
NDPK4n,0.0
NDPK5,0.0
NDPK5m,0.0
NDPK5n,0.0
NDPK6,0.25378560064868894
NDPK6m,-0.25378560064868894
NDPK6n,0.0
NDPK7,0.0
NDPK7m,0.0
NDPK7n,0.0
NDPK8,0.0
NDPK8m,-1.1820033436743709e-33
NDPK8n,0.0
NDPK9,0.0
NDPK9n,0.0
NH4t3r,0.0
NH4tn,0.0
NH4tp,0.0
NICRNS,0.0
NICRNTtn,0.0
NKCC2t,0.0
NKCCt,0.0
NMNATn,0.0
NMNATr,0.0
NMNS,0.0
NMNtn,0.0
NNAT,0.0
NNATn,0.0
NNATr,0.0
NNDPR,0.0
NRPPHRVESSEC,0.0
NRPPHRt4_2_r,0.0
NRPPHRtu,0.0
NRVNCt,0.0
NS26T2g,0.0
NS26Tg,0.0
NT5C,0.0
NTD1,0.0
NTD11,0.0
NTD1m,0.0
NTD2,0.0
NTD3,0.0
NTD4,0.0
NTD5,0.0
NTD5m,0.0
NTD6,0.0
NTD7,0.0
NTD8,0.0
NTD9,0.0
NaKt,0.0
O2St,0.0
O2Stm,0.0
O2Stn,0.0
O2Stx,0.0
O2t,2.3459999999999996
O2ter,0.007791847686663299
O2tm,0.06077587380389167
O2tn,0.0
O2tp,0.0
OCBTm,0.015246144806648064
OCCOAtm,-1.631179746924495e-17
OCCOAtx,0.0
OCDCAtr,0.0
OCDCEAtr,0.0
OCOAT1m,0.0
OIVD1m,0.0
OIVD2m,0.0
OIVD3m,0.0
OMPDC,0.004880961600451436
OPAHir,0.0
ORNDC,0.0
ORNTArm,-0.20578847810924134
ORNt,-0.19054233330259324
ORNt3m,0.1905423333025932
ORNt4m,0.0
ORNtiDF,0.0
ORPT,-0.004880961600451436
OXAHCOtex,0.0
P5CDm,0.0
P5CR,0.00012368012201053092
P5CRm,0.0
P5CRx,0.0
P5CRxm,0.01750483292615151
PAFH,0.0
PAFHe,0.0
PAFS,0.0
PAFt,0.0
PAIL45P_HStn,0.0
PAIL4P_HStn,0.0
PAIL_HStn,0.0
PAPStg,0.0
PAPtg,0.0
PA_HSter,0.0
PA_HStg,0.0
PA_HStn,0.0
PCFLOPm,0.0
PCHOLP_hs,0.0
PCHOLPg_hs,0.0
PCHOLPm_hs,-7.250174998140594e-19
PCHOLPr_hs,0.0
PCHOL_HSter,0.0
PCHOL_HStg,0.0
PCLAD,0.0
PCREATtmdiffir,0.0
PCm,0.0
PCt,0.0
PDE1,0.0
PDE4,0.0
PDE4n,0.0
PDHm,0.0
PDXPP,0.0
PEFLIP,0.0
PEFLIPm,0.0
PEPCK,0.0
PEPCKm,0.0
PETHCT,0.0
PETOHMm_hs,-7.250174998140594e-19
PETOHMr_hs,0.0
PE_HSter,0.023210685456355434
PE_HStm,-0.02556060777455547
PEt,0.0
PFK,10.249593434452418
PFK26,0.0
PGCD,0.07984874254300615
PGI,19.27572665677514
PGK,-20.472485222091727
PGL,0.0
PGM,-20.39263647954872
PGMT,4.736630891043387e-20
PGPPT,0.0006184006100526436
PGPP_hs,0.0006184006100526436
PHETHPTOX2,0.0
PHEt4,0.01101110458257917
PHEtec,0.0
PI345P3P,0.0
PI345P3Pn,0.0
PI345P5P,0.0
PI345P5Pn,0.0
PI34P3Pn,0.0
PI34P4Pn,0.0
PI34P5K,0.0
PI34P5Kn,0.0
PI35P3P,0.0
PI3P3Pn,0.0
PI3P4K,0.0
PI3P4Kn,0.0
PI3P5K,0.0
PI3PP,0.0
PI45P3K,0.0
PI45P3Kn,0.0
PI45P4P,0.0
PI45P5P,0.0
PI45P5Pn,0.0
PI45PLC,0.0
PI4P3K,0.0
PI4P3Kn,0.0
PI4P4Pn,0.0
PI4P5K,0.0
PI4P5Kn,0.0
PI4PLC,0.0
PI4PLCn,0.0
PI4PP,0.0
PI5P3K,0.0
PI5P4K,0.0
PI5P4Kn,0.0
PIACGT,0.011605342728177719
PIK3,0.0
PIK3n,0.0
PIK4,0.0
PIK4n,0.0
PIK5,0.0
PIK5n,0.0
PIPLC,0.0
PIPLCn,0.0
PIt2m_2,0.19393036548184847
PIt7,0.0
PIt7ir,0.0
PIt8,0.08749867088745023
PIt9,0.0
PIter,3.4999425245180595e-21
PItg,0.0
PItn,0.0
PItx,-0.005194565124442196
PLA2_2,0.0
PLA2_2e,0.0
PMANM,-0.04642137091271087
PMEVKx,0.005194565124442196
PMTCOAtx,0.0
PNP,0.0
PNTK,0.0
PNTORDe,0.0
PNTOt5,0.0
PNTOte,4.786355397527e-05
PPA,0.11394432670721946
PPAP,0.0
PPAer,0.0
PPAm,1.194559457572941e-18
PPAn,0.0
PPCDC,0.0
PPCOACm,0.0
PPD2CSPp,0.0
PPDOx,0.0
PPDOy,0.0
PPItr,-0.0017315217081473996
PPItx,-0.0034630434162947984
PPM,0.0
PPNCL3,0.0
PRAGSr,0.00478807551531639
PRAIS,0.004788075515316392
PRASCS,0.004788075515316392
PRDX,0.0
PRDXl,0.0
PRFGS,0.004788075515316391
PRGNLONESULT,0.0
PRISTCOAtx,0.0
PRISTtx,0.0
PRO1x,0.0
PRO1xm,0.0
PROD2,0.00012368012201053092
PROD2m,0.0
PROSTGE1t,0.0
PROSTGE1t3,0.0
PROSTGE2t,0.0
PROSTGE2t2,0.0
PROSTGE2t3,0.0
PROt2r,0.0
PROt4,0.0
PROt4_2_r,0.0
PROtm,-0.017504832926151508
PRPPS,0.009669037115767828
PSDm_hs,0.02556060777455547
PSERT,0.07984874254300614
PSFLIP,0.0
PSFLIPm,0.025560607774555467
PSP_L,0.07984874254300614
PSSA1_hs,0.025807968018576526
PSSA2_hs,0.0
PSt3,0.0
PTE3x,0.0
PTPAT,0.0
PTRCOX1,0.0
PUNP1,0.0
PUNP2,0.0
PUNP3,0.0
PUNP4,0.0
PUNP5,0.0
PUNP6,0.0
PYDAMK,0.0
PYDXK,0.0
PYDXNK,0.0
PYDXPP,0.0
PYK,11.430975995610726
PYNP2r,0.0
PYRt2m,-0.4465866220707857
PYRt2p,0.0
PYRt2r,2.63391342642637
QUILSYN,0.0
RAI1,0.0
RAI2,0.0
RBFK,0.0
RDH1,0.0
RDH1a,0.0
RDH2,0.0
RDH2a,0.0
RDH3,0.0
RDH3a,0.0
RETFA,0.0
RETFAt,0.0
RETH,0.0
RETH1,0.0
RETH2,0.0
RETHe,0.0
RETI1,0.0
RETI2,0.0
RETt,0.0
RIBt,0.0
RIBt2,0.0
RNDR1,0.0005594353554409027
RNDR2,0.00042006045719957186
RNDR3,0.0009562666629335875
RNDR4,0.0
RNMK,0.0
RPE,-0.006446024743845219
RPI,-0.006446024743845219
RTOT1,0.0
RTOT3,0.0
RTOT4,0.023602314563198865
RTOT6,0.0
RTOTAL2CRNCPT1,0.0
RTOTAL2CRNCPT2,0.0
RTOTAL2CRNt,0.0
RTOTAL2t,0.0
RTOTAL3CRNCPT1,0.0
RTOTAL3CRNCPT2,0.0
RTOTAL3CRNt,0.0
RTOTAL3t,0.0
RTOTALCRNCPT1,0.0
RTOTALCRNCPT2,0.0
RTOTALCRNt,0.0
RTOTALt,0.0
Rtotaltl,-2.0011761774817329e-19
S23T2g,4.764493448207887e-19
S23T3g,-2.8112490078785705e-19
S23T4g,6.462888993567318e-19
S23Tg,0.0
S26Tg,2.8287487205011602e-19
S2L2FN2M2MASNt,2.8287487205011607e-19
S2L2FN2M2MASNtly,2.8287487205011607e-19
S6T10g,-2.811249007878571e-19
S6T11g,-2.811249007878571e-19
S6T12g,-2.811249007878571e-19
S6T13g,-2.811249007878571e-19
S6T14g,-2.811249007878571e-19
S6T15g,-2.8112490078785705e-19
S6T16g,6.462888993567318e-19
S6T17g,6.462888993567318e-19
S6T18g,6.462888993567318e-19
S6T1g,4.764493448207887e-19
S6T2g,4.764493448207887e-19
S6T3g,4.764493448207887e-19
S6T4g,-2.811249007878571e-19
S6T5g,-2.811249007878571e-19
S6T6g,-2.811249007878571e-19
S6T7g,-2.811249007878571e-19
S6T8g,-2.811249007878571e-19
S6T9g,-2.811249007878571e-19
S6TASE10ly,-2.811249007878571e-19
S6TASE11ly,-2.811249007878571e-19
S6TASE12ly,-2.8112490078785715e-19
S6TASE13ly,-2.8112490078785715e-19
S6TASE14ly,-2.8112490078785715e-19
S6TASE15ly,-2.8112490078785715e-19
S6TASE16ly,-2.8112490078785715e-19
S6TASE17ly,-2.8112490078785715e-19
S6TASE18ly,-2.8112490078785715e-19
S6TASE19ly,-2.8112490078785724e-19
S6TASE20ly,-2.811249007878573e-19
S6TASE21ly,-2.811249007878574e-19
S6TASE22ly,4.764493448207886e-19
S6TASE23ly,4.764493448207886e-19
S6TASE24ly,7.696396366025633e-19
S6TASE25ly,6.462888993567317e-19
S6TASE26ly,6.462888993567316e-19
SACCD3m,0.0
SACCD4m,0.0
SADT,0.0
SARCStm,-4.022737487275389e-34
SARDHm,0.0
SBPP1er,0.0
SBPP3er,0.0
SBTD_D2,0.0
SBTR,0.0
SERALANaEx,0.0
SERASNNaEx,0.0
SERCYSNaEx,0.0
SERDGLNexR,0.0
SERDGLYexR,0.0
SERGLNNaEx,0.0
SERGLNexR,0.0
SERGLYexR,0.0
SERHL,0.0
SERLYSNaex,0.0
SERPT,0.0007420807320631687
SERTHRNaEx,0.0
SERt4,0.0
SERtN1,0.0
SERtp,0.0
SFGTH,4.0227374872753885e-34
SGALSIDEtg,0.0
SGALSIDEtl,0.0
SGPL12r,0.0
SIAASE2ly,-2.8112490078785715e-19
SIAASE3ly,4.764493448207886e-19
SIAASE4ly,6.462888993567316e-19
SIAASEly,2.8287487205011607e-19
SLCBK1,0.0
SMPD3g,0.0
SMPD3l,0.0
SMPD4,0.0
SMS,0.0007420807320631685
SO4CLtex2,0.0
SO4HCOtex,0.0
SO4OXAtex2,0.0
SO4t4_2,0.0
SO4t4_3,3.5838268449668254e-19
SO4tl,-3.5838268449668263e-19
SPH1Ptr,0.0
SPHGNtr,0.0
SPHINGStl,-2.0011761774817329e-19
SPHINGStr,0.0
SPHK21c,0.0
SPHMDAc,0.0
SPHMYLNtg,0.0
SPHMYLNtl,0.0
SPHS1Ptr,0.0
SPMDOX,0.0
SPMS,0.0
SPODM,0.0
SPODMe,0.0
SPODMm,0.0
SPODMn,0.0
SPODMx,0.0
SPRMS,0.0
SPTix,0.0
SQLEr,0.0008657608540736998
SQLSr,0.0008657608540736997
SRTNt6_2_r,0.0
SRTNtu,0.0
SSALxm,0.0
STCOAtx,0.0
STS1,0.0
STS2,0.0
STS3,0.0
STS4,0.0
SUCCt4_2,0.0
SUCCt4_3,0.0
SUCD1m,2.013026649277994e-18
SUCOAS1m,3.8926925091645026e-19
SUCOASm,0.0
SULFOX,0.0
Ser_Thrtg,0.0
TAGt,0.0
TALA,-0.003223012371922609
TCHOLAt,0.0
TCHOLAt2,0.0
TCHOLAt3,0.0
TCHOLAte,0.0
TDP,0.0
THBPT4ACAMDASE,0.0
THD1m,0.0
THFtl,0.0
THFtm,0.0
THMP,0.0
THMTP,0.0
THP2Ctp,0.0
THRALANaEx,0.0
THRASNNaEx,0.0
THRCYSNaEx,0.0
THRGLNNaEx,0.0
THRGLNexR,-0.7428290614049105
THRGLYexR,0.0
THRSERNaEx,0.0
THRt4,0.7560988541069931
THYOXt,0.0
THYOXt2,0.0
TKT1,-0.003223012371922609
TKT2,-0.003223012371922609
TMDK1,0.0
TMDK1m,0.0
TMDPK,0.0
TMDPPK,0.0
TMDS,0.0005555638304897561
TMNDNCCOAtx,0.0
TPI,10.22611480001123
TRDR,0.0019357624755740618
TRIODTHYt,0.0
TRIODTHYt2,0.0
TRIOK,0.0
TRPO2,0.0
TRPt,0.0005646720298758536
TRPt4,0.0
TTDCAt,0.0
TTDCAtr,0.0
TTDCPT1,0.0
TTDCPT2,0.0
TTDCRNt,0.0
TYR3MO2,0.0
TYRASE,0.0
TYRDOPO,0.0
TYRDOPO3,0.0
TYRTA,0.0
TYRt,0.006776064358510237
TYRt4,0.0
UAG2EMAi,-1.4073630874898953e-18
UAG4E,0.0
UAGDP,0.011605342728177717
UDPACGALtl,-7.696396366025633e-19
UDPDOLPT_L,5.249913786777091e-21
UDPDOLPT_U,0.0
UDPG1P,0.0
UDPG4E,-5.2616222697210956e-20
UDPGALtg,-5.2616222697210956e-20
UDPGD,0.0
UDPGLCter,0.0
UDPGNP,0.0
UDPGP,0.0
UDPtl,7.696396366025634e-19
UGALGTg,-1.2883556212539574e-18
UGALNACtg,0.0
UGCG,0.0
UGLCNACtg,1.4038631449653775e-18
UGLT,4.736630891043387e-20
UMPK,0.022191900743675143
UMPK2,0.0
UMPK2n,0.0
UMPK3,-0.016486304328629155
UMPK3n,0.0
UMPK4,0.0
UMPK4n,0.0
UMPK5,0.0
UMPK5n,0.0
UMPK6,0.0
UMPK6n,0.0
UMPK7,-0.0008246348145945513
UMPK7n,0.0
UMPKn,0.0
UNK2,0.0
UNK3,0.0
UPPN,0.0
URCN,5.125603619235756e-18
UREAt,0.0
UREAt5,0.0
URIDK2m,0.0
URIK1,0.0
URIt,0.0
URIt4,0.0
URIt5,0.0
UROLACer,0.0
Uritn,0.0
VACCCPT1,0.0
VACCCPT2,0.0
VACCCRNt,0.0
VALTA,0.000256432185257893
VALTAm,0.0
VALt4,0.015220240976968055
VALt5m,0.0
VALtec,0.0
VITD3t,0.0
VITD3t2,0.0
VITD3tm,0.0
VITD3tm3,0.0
XYLK,0.0
XYLTD_Dr,0.0
XYLUR,0.0
sink_citr-L,0.0
sink_pre_prot(er),-0.011605342728177715
biomass_reaction2,0.042437582483262
DM_adprbp[c],0.0
